username,review,rating,date,app,cleaned_review,processed_review,sentiment,rating_sentiment
Aniket Indave,"I ordered Pintola oats , and i found Small stone particles in it ,so I raise a complaint but they didn't respond me Think once before you ordere , there is other apps also",1,2026-03-11 23:36:17,Swiggy,i ordered pintola oats  and i found small stone particles in it so i raise a complaint but they didnt respond me think once before you ordere  there is other apps also,ordered pintola oat found small stone particle raise complaint didnt respond think ordere apps also,Negative,Negative
Rakesh Kumar,good,5,2026-03-11 23:35:32,Swiggy,good,good,Positive,Positive
SyedSameerhamza,bahut jldi order ho gya,5,2026-03-11 23:34:43,Swiggy,bahut jldi order ho gya,bahut jldi order gya,Neutral,Positive
hitesh vyas,"one of the most pathetic customer care support I have ever seen, there is no option to call swiggy and my order is appearing as its for last 1.5 hour.",1,2026-03-11 23:31:52,Swiggy,one of the most pathetic customer care support i have ever seen there is no option to call swiggy and my order is appearing as its for last  hour,one pathetic customer care support ever seen option call swiggy order appearing last hour,Positive,Negative
Tanya Shrivastava,aj toh hadh krdi ..25 min se assigning on priority aa rha or 13 min show kr rha delivery mein ...2 Ghnta lga dete h sabzi lne mein 45 min bol kr ..isse acha Zomato h tym pr deta h delivery...next tym se zomato hi best h ...,1,2026-03-11 23:29:57,Swiggy,aj toh hadh krdi  min se assigning on priority aa rha or  min show kr rha delivery mein  ghnta lga dete h sabzi lne mein  min bol kr isse acha zomato h tym pr deta h deliverynext tym se zomato hi best h,toh hadh krdi min assigning priority rha min show rha delivery mein ghnta lga dete sabzi lne mein min bol isse acha zomato tym deta deliverynext tym zomato best,Positive,Negative
NEETHU ELSA,payment from other can't be done through others upi 🆔 for my order,4,2026-03-11 23:29:48,Swiggy,payment from other cant be done through others upi  for my order,payment cant done others upi order,Neutral,Positive
Sonu Lodhi,very nice 🙂,5,2026-03-11 23:29:48,Swiggy,very nice,nice,Positive,Positive
Vikas Baranwal,good service 👍👍👍👍,5,2026-03-11 23:29:36,Swiggy,good service,good service,Positive,Positive
Narendra Kumar,First time vest for my money swiggy I'm older customer first time dis tip problem I'm not happy agents same problem now too let delivery waste of time dusri bar FIR Kisi unknown restaurant se order kiya tha bahut pareshan Ho Gaya Hun mere Jaise pata nahin kitne log roj pareshan hote honge aapke yahan aapko Koi fark nahin padta aapko Apne commission se matlab hai bus,1,2026-03-11 23:28:34,Swiggy,first time vest for my money swiggy im older customer first time dis tip problem im not happy agents same problem now too let delivery waste of time dusri bar fir kisi unknown restaurant se order kiya tha bahut pareshan ho gaya hun mere jaise pata nahin kitne log roj pareshan hote honge aapke yahan aapko koi fark nahin padta aapko apne commission se matlab hai bus,first time vest money swiggy older customer first time dis tip problem happy agent problem let delivery waste time dusri bar fir kisi unknown restaurant order kiya tha bahut pareshan gaya hun mere jaise pata nahin kitne log roj pareshan hote honge aapke yahan aapko koi fark nahin padta aapko apne commission matlab hai bus,Negative,Negative
Hardik Parmar,good 👍,5,2026-03-11 23:28:25,Swiggy,good,good,Positive,Positive
Divya Munde,very nice service,5,2026-03-11 23:27:34,Swiggy,very nice service,nice service,Positive,Positive
Rawlyn Rawlyn,"This is the worst food app ever. If we, the customers, pay money and order the food but swiggy's delivery boys will take and eat it. WHAT THE HELL IS THIS? same experience I had today. The delivery boy ate the food which I ordered from swiggy and If I call him no response. And this swiggy customer service is worst. they avoid and ignore the customer's problem. this is such worst platform.",1,2026-03-11 23:18:15,Swiggy,this is the worst food app ever if we the customers pay money and order the food but swiggys delivery boys will take and eat it what the hell is this same experience i had today the delivery boy ate the food which i ordered from swiggy and if i call him no response and this swiggy customer service is worst they avoid and ignore the customers problem this is such worst platform,worst food app ever customer pay money order food swiggys delivery boy take eat hell experience today delivery boy ate food ordered swiggy call response swiggy customer service worst avoid ignore customer problem worst platform,Negative,Negative
Trishal Rao,good services are available,4,2026-03-11 23:17:59,Swiggy,good services are available,good service available,Positive,Positive
Mahesh Gautam,very nice 💯,5,2026-03-11 23:14:47,Swiggy,very nice,nice,Positive,Positive
Asif Iqbal,Farud Company,1,2026-03-11 23:14:07,Swiggy,farud company,farud company,Neutral,Negative
Nazia Siddiqui,very good product in very low price.. absolutely I love this app.,5,2026-03-11 23:14:02,Swiggy,very good product in very low price absolutely i love this app,good product low price absolutely love app,Positive,Positive
Arun Goswami,"I'll order insta mart for my grocery need 3 to 5 times experience was good ,today I'll order something grocery like egg 148 rupees 12 egg it's big brand egg but they deliverd me the egg expire in 1 week, I thought ok no worries 1 week is okay but after broke egg for cooking oh thay deliverd me garvage egg loke like a curd, try to avoid this insta service for future,,, bahot he Ganda experience huwa yaar inse bachake 20 ya 50 ka coupon ke chaker me padogay to yeah log kachada dalke paissa lega",1,2026-03-11 23:12:38,Swiggy,ill order insta mart for my grocery need  to  times experience was good today ill order something grocery like egg  rupees  egg its big brand egg but they deliverd me the egg expire in  week i thought ok no worries  week is okay but after broke egg for cooking oh thay deliverd me garvage egg loke like a curd try to avoid this insta service for future bahot he ganda experience huwa yaar inse bachake  ya  ka coupon ke chaker me padogay to yeah log kachada dalke paissa lega,ill order insta mart grocery need time experience good today ill order something grocery like egg rupee egg big brand egg deliverd egg expire week thought worry week okay broke egg cooking thay deliverd garvage egg loke like curd try avoid insta service future bahot ganda experience huwa yaar inse bachake coupon chaker padogay yeah log kachada dalke paissa lega,Negative,Negative
Anjali 12,nice 👍,5,2026-03-11 23:11:50,Swiggy,nice,nice,Positive,Positive
DIGANTA KUMAR RAY,Good night,5,2026-03-11 23:11:32,Swiggy,good night,good night,Positive,Positive
Sanjit Kumar,sanjit Singh,5,2026-03-11 23:10:27,Swiggy,sanjit singh,sanjit singh,Neutral,Positive
Vivek Pal,very good 👍😊,5,2026-03-11 23:10:11,Swiggy,very good,good,Positive,Positive
Deepak Kashyap,Disappointed with the customer service. Agents disconnect calls without resolution. Even supervisor are doing same. Delivery agents delivering order to someone not even calling to original customer,1,2026-03-11 23:09:32,Swiggy,disappointed with the customer service agents disconnect calls without resolution even supervisor are doing same delivery agents delivering order to someone not even calling to original customer,disappointed customer service agent disconnect call without resolution even supervisor delivery agent delivering order someone even calling original customer,Negative,Negative
V Kumar,"I placed a food order through the Swiggy application while travelling by train. The order was confirmed successfully; however, the food was not delivered at the station as scheduled. This caused significant inconvenience during my journey, and as a result, I had to spend the entire night without food.",1,2026-03-11 23:09:26,Swiggy,i placed a food order through the swiggy application while travelling by train the order was confirmed successfully however the food was not delivered at the station as scheduled this caused significant inconvenience during my journey and as a result i had to spend the entire night without food,placed food order swiggy application travelling train order confirmed successfully however food delivered station scheduled caused significant inconvenience journey result spend entire night without food,Positive,Negative
Ravi Yadav,good 😊,5,2026-03-11 23:08:26,Swiggy,good,good,Positive,Positive
Ramesh Jampala,worst experience,1,2026-03-11 23:08:17,Swiggy,worst experience,worst experience,Negative,Negative
Sanket Shelke,it is very best app for food delivery and this app is low rate for food type to hotel the delivery is getting to correct type,4,2026-03-11 23:03:09,Swiggy,it is very best app for food delivery and this app is low rate for food type to hotel the delivery is getting to correct type,best app food delivery app low rate food type hotel delivery getting correct type,Positive,Positive
Jay Vidhate,The worst app is making a fool of us in Instamart I ordered a table fan that is worth around 1000 and they gave me a 150mm fan when I was trying to return it they said this is not possible I just uninstalled this app and didn't download it,1,2026-03-11 23:00:36,Swiggy,the worst app is making a fool of us in instamart i ordered a table fan that is worth around  and they gave me a mm fan when i was trying to return it they said this is not possible i just uninstalled this app and didnt download it,worst app making fool instamart ordered table fan worth around gave fan trying return said possible uninstalled app didnt download,Negative,Negative
Sanju Ramnani,well & good service,5,2026-03-11 22:59:26,Swiggy,well  good service,well good service,Positive,Positive
Trunal naik,instamart delivery is very bad,1,2026-03-11 22:57:42,Swiggy,instamart delivery is very bad,instamart delivery bad,Negative,Negative
Arpit Pancholi,great,5,2026-03-11 22:55:57,Swiggy,great,great,Positive,Positive
Davinder Singh,very good sarvice very good sarvice,5,2026-03-11 22:54:38,Swiggy,very good sarvice very good sarvice,good sarvice good sarvice,Positive,Positive
Sushil Kundnani,very late deli delivery,1,2026-03-11 22:53:14,Swiggy,very late deli delivery,late deli delivery,Neutral,Negative
Mohan Kumar,good,4,2026-03-11 22:53:02,Swiggy,good,good,Positive,Positive
Hemchand Meka,wrong order delivered and no proper channel to address the issue.,1,2026-03-11 22:51:57,Swiggy,wrong order delivered and no proper channel to address the issue,wrong order delivered proper channel address issue,Negative,Negative
Vikram Vats,very good,5,2026-03-11 22:51:27,Swiggy,very good,good,Positive,Positive
Mahesh Singh Gour,best for foodie amazing app for food delivery,5,2026-03-11 22:49:39,Swiggy,best for foodie amazing app for food delivery,best foodie amazing app food delivery,Positive,Positive
Vivek Kumar vishwakarma,good,5,2026-03-11 22:49:35,Swiggy,good,good,Positive,Positive
Rahul Patel,wow,5,2026-03-11 22:49:35,Swiggy,wow,wow,Positive,Positive
Pattu89,Beautiful,5,2026-03-11 22:48:58,Swiggy,beautiful,beautiful,Positive,Positive
Deepak Vashisht,Awesome 👍,5,2026-03-11 22:48:54,Swiggy,awesome,awesome,Positive,Positive
Sarbeswar Parida,best,5,2026-03-11 22:47:06,Swiggy,best,best,Positive,Positive
Jaya,yas very good 😊,5,2026-03-11 22:46:55,Swiggy,yas very good,yas good,Positive,Positive
AD ARSH,Pathetic! They recently completely removed customer care and have added some hakf baked AI chatbot.,1,2026-03-11 22:44:36,Swiggy,pathetic they recently completely removed customer care and have added some hakf baked ai chatbot,pathetic recently completely removed customer care added hakf baked chatbot,Negative,Negative
Sunny Gaikwad,I'll rate Post reality,5,2026-03-11 22:41:05,Swiggy,ill rate post reality,ill rate post reality,Negative,Positive
Vijaylakshmi Sundaram,"I had ordered for a lingam from Instamart. It was broken. I immediately returned the item and Instamart initiated a refund of 354. For nearly a month, I waited and that refund never came to my account at all. I even sent my bank statement to show that I didn't receive the 354. Nobody bothered. I stopped using Instamart after that. I felt very hurt.",5,2026-03-11 22:40:27,Swiggy,i had ordered for a lingam from instamart it was broken i immediately returned the item and instamart initiated a refund of  for nearly a month i waited and that refund never came to my account at all i even sent my bank statement to show that i didnt receive the  nobody bothered i stopped using instamart after that i felt very hurt,ordered lingam instamart broken immediately returned item instamart initiated refund nearly month waited refund never came account even sent bank statement show didnt receive nobody bothered stopped using instamart felt hurt,Negative,Positive
Akshu Gherle Creation,good,4,2026-03-11 22:39:42,Swiggy,good,good,Positive,Positive
Bharat,"not really, Ai is working well for you.",1,2026-03-11 22:38:09,Swiggy,not really ai is working well for you,really working well,Positive,Negative
